"global_step","experiment: hlg_1cubes_b65536_mb8064_lr3.7e-4 - _step","experiment: hlg_1cubes_b65536_mb8064_lr3.7e-4 - _step__MIN","experiment: hlg_1cubes_b65536_mb8064_lr3.7e-4 - _step__MAX","experiment: hlg_1cubes_b65536_mb8064_lr3.7e-4 - episodic_stats/failure_2_last","experiment: hlg_1cubes_b65536_mb8064_lr3.7e-4 - episodic_stats/failure_2_last__MIN","experiment: hlg_1cubes_b65536_mb8064_lr3.7e-4 - episodic_stats/failure_2_last__MAX","experiment: hlg_1cubes_b32768_mb5120_lr2.5e-4 - _step","experiment: hlg_1cubes_b32768_mb5120_lr2.5e-4 - _step__MIN","experiment: hlg_1cubes_b32768_mb5120_lr2.5e-4 - _step__MAX","experiment: hlg_1cubes_b32768_mb5120_lr2.5e-4 - episodic_stats/failure_2_last","experiment: hlg_1cubes_b32768_mb5120_lr2.5e-4 - episodic_stats/failure_2_last__MIN","experiment: hlg_1cubes_b32768_mb5120_lr2.5e-4 - episodic_stats/failure_2_last__MAX","experiment: hlg_1cubes_b16384_mb3200_lr2e-4 - _step","experiment: hlg_1cubes_b16384_mb3200_lr2e-4 - _step__MIN","experiment: hlg_1cubes_b16384_mb3200_lr2e-4 - _step__MAX","experiment: hlg_1cubes_b16384_mb3200_lr2e-4 - episodic_stats/failure_2_last","experiment: hlg_1cubes_b16384_mb3200_lr2e-4 - episodic_stats/failure_2_last__MIN","experiment: hlg_1cubes_b16384_mb3200_lr2e-4 - episodic_stats/failure_2_last__MAX","experiment: hlg_1cubes_b2048_mb832_lr1.26e-4_val - _step","experiment: hlg_1cubes_b2048_mb832_lr1.26e-4_val - _step__MIN","experiment: hlg_1cubes_b2048_mb832_lr1.26e-4_val - _step__MAX","experiment: hlg_1cubes_b2048_mb832_lr1.26e-4_val - episodic_stats/failure_2_last","experiment: hlg_1cubes_b2048_mb832_lr1.26e-4_val - episodic_stats/failure_2_last__MIN","experiment: hlg_1cubes_b2048_mb832_lr1.26e-4_val - episodic_stats/failure_2_last__MAX","experiment: hlg_1cubes_b4096_mb1280_lr1.6e-4_val - _step","experiment: hlg_1cubes_b4096_mb1280_lr1.6e-4_val - _step__MIN","experiment: hlg_1cubes_b4096_mb1280_lr1.6e-4_val - _step__MAX","experiment: hlg_1cubes_b4096_mb1280_lr1.6e-4_val - episodic_stats/failure_2_last","experiment: hlg_1cubes_b4096_mb1280_lr1.6e-4_val - episodic_stats/failure_2_last__MIN","experiment: hlg_1cubes_b4096_mb1280_lr1.6e-4_val - episodic_stats/failure_2_last__MAX","experiment: hlg_1cubes_b1024_mb512_lr1e-4_val - _step","experiment: hlg_1cubes_b1024_mb512_lr1e-4_val - _step__MIN","experiment: hlg_1cubes_b1024_mb512_lr1e-4_val - _step__MAX","experiment: hlg_1cubes_b1024_mb512_lr1e-4_val - episodic_stats/failure_2_last","experiment: hlg_1cubes_b1024_mb512_lr1e-4_val - episodic_stats/failure_2_last__MIN","experiment: hlg_1cubes_b1024_mb512_lr1e-4_val - episodic_stats/failure_2_last__MAX","experiment: hlg_1cubes_b8192_mb2048_lr2e-4_3 - _step","experiment: hlg_1cubes_b8192_mb2048_lr2e-4_3 - _step__MIN","experiment: hlg_1cubes_b8192_mb2048_lr2e-4_3 - _step__MAX","experiment: hlg_1cubes_b8192_mb2048_lr2e-4_3 - episodic_stats/failure_2_last","experiment: hlg_1cubes_b8192_mb2048_lr2e-4_3 - episodic_stats/failure_2_last__MIN","experiment: hlg_1cubes_b8192_mb2048_lr2e-4_3 - episodic_stats/failure_2_last__MAX"
"77824000","","","","","","","","","","","","","","","","","","","54","54","54","0.16845703125","0.12158203125","0.263671875","28","28","28","0.63447265625","0.351318359375","0.980224609375","109","109","109","0.1228515625","0.1103515625","0.154296875","","","","","",""
"78848000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","111","111","111","0.1255859375","0.10546875","0.1572265625","","","","","",""
"79872000","","","","","","","","","","","","","","","","","","","56","56","56","0.17314453125","0.14013671875","0.28564453125","","","","","","","112","112","112","0.1181640625","0.0947265625","0.142578125","","","","","",""
"80896000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","113","113","113","0.1080078125","0.0927734375","0.1201171875","","","","","",""
"81920000","15","15","15","0.990185546875","0.989013671875","0.991943359375","15","15","15","0.9881103515625","0.9871826171875","0.989501953125","15","15","15","0.9851318359375","0.981689453125","0.9884033203125","57","57","57","0.1509765625","0.12060546875","0.20703125","29","29","29","0.570458984375","0.291748046875","0.965576171875","115","115","115","0.0978515625","0.0791015625","0.1083984375","15","15","15","0.9472412109375","0.80810546875","0.9886474609375"
"82944000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","116","116","116","0.105078125","0.0849609375","0.14453125","","","","","",""
"83968000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","118","118","118","0.1125","0.1015625","0.13671875","","","","","",""
"84992000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","119","119","119","0.1078125","0.0986328125","0.1240234375","","","","","",""
"86016000","","","","","","","","","","","","","","","","","","","60","60","60","0.13671875","0.1142578125","0.18798828125","31","31","31","0.485546875","0.206787109375","0.955810546875","120","120","120","0.1083984375","0.0849609375","0.123046875","","","","","",""
"87040000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","122","122","122","0.0947265625","0.08203125","0.1142578125","","","","","",""
"88064000","","","","","","","","","","","","","","","","","","","61","61","61","0.13076171875","0.109375","0.1796875","","","","","","","123","123","123","0.094140625","0.076171875","0.109375","","","","","",""
"89088000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","125","125","125","0.0962890625","0.0810546875","0.1181640625","","","","","",""
"90112000","17","17","17","0.990283203125","0.987548828125","0.99169921875","17","17","17","0.9880859375","0.98583984375","0.990478515625","17","17","17","0.983642578125","0.97900390625","0.988037109375","63","63","63","0.133984375","0.10107421875","0.1796875","32","32","32","0.429833984375","0.17724609375","0.947265625","126","126","126","0.0927734375","0.0771484375","0.119140625","17","17","17","0.89947509765625","0.6572265625","0.99072265625"
"91136000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","127","127","127","0.088671875","0.0654296875","0.1123046875","","","","","",""
"92160000","","","","","","","","","","","","","","","","","","","64","64","64","0.122265625","0.1044921875","0.15673828125","","","","","","","129","129","129","0.1013671875","0.064453125","0.125","","","","","",""
"93184000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","130","130","130","0.0876953125","0.06640625","0.111328125","","","","","",""
"95232000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","133","133","133","0.0806640625","0.0732421875","0.0908203125","","","","","",""
"96256000","","","","","","","","","","","","","","","","","","","67","67","67","0.115625","0.09619140625","0.158203125","","","","","","","134","134","134","0.085546875","0.0693359375","0.095703125","","","","","",""
"97280000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","136","136","136","0.0791015625","0.0703125","0.087890625","","","","","",""
"98304000","18","18","18","0.9897216796875","0.9884033203125","0.9913330078125","18","18","18","0.987109375","0.9853515625","0.9884033203125","18","18","18","0.9805908203125","0.968505859375","0.98681640625","68","68","68","0.10791015625","0.091796875","0.12646484375","35","35","35","0.352734375","0.143310546875","0.90576171875","137","137","137","0.0810546875","0.0673828125","0.107421875","18","18","18","0.81932373046875","0.4835205078125","0.981201171875"
"100352000","","","","","","","","","","","","","","","","","","","70","70","70","0.10322265625","0.0751953125","0.1337890625","","","","","","","140","140","140","0.0822265625","0.06640625","0.1240234375","","","","","",""
"101376000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","141","141","141","0.071875","0.0615234375","0.0927734375","","","","","",""
"102400000","","","","","","","","","","","","","","","","","","","71","71","71","0.096875","0.0751953125","0.11865234375","36","36","36","0.32978515625","0.1484375","0.8837890625","143","143","143","0.06953125","0.0576171875","0.080078125","","","","","",""
"103424000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","144","144","144","0.0767578125","0.072265625","0.0859375","","","","","",""
"104448000","","","","","","","","","","","","","","","","","","","72","72","72","0.094921875","0.07275390625","0.126953125","","","","","","","145","145","145","0.0732421875","0.064453125","0.0791015625","","","","","",""
"105472000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","146","146","146","0.0748046875","0.060546875","0.0849609375","","","","","",""
"106496000","","","","","","","","","","","","","","","","","","","73","73","73","0.0943359375","0.07373046875","0.130859375","38","38","38","0.314892578125","0.12890625","0.84375","147","147","147","0.0787109375","0.0703125","0.08984375","","","","","",""
"107520000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","149","149","149","0.0763671875","0.068359375","0.0830078125","","","","","",""
"108544000","","","","","","","","","","","","","","","","","","","74","74","74","0.09404296875","0.0791015625","0.115234375","","","","","","","150","150","150","0.0619140625","0.05078125","0.0771484375","","","","","",""
"109568000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","151","151","151","0.06953125","0.0625","0.0751953125","","","","","",""
"110592000","","","","","","","","","","","","","","","","","","","76","76","76","0.09150390625","0.0712890625","0.12548828125","39","39","39","0.2830078125","0.123291015625","0.763427734375","153","153","153","0.0740234375","0.0576171875","0.0947265625","","","","","",""
"111616000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","154","154","154","0.0693359375","0.0615234375","0.0732421875","","","","","",""
"112640000","","","","","","","","","","","","","","","","","","","77","77","77","0.08583984375","0.064453125","0.115234375","","","","","","","156","156","156","0.068359375","0.0634765625","0.0751953125","","","","","",""
"113664000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","157","157","157","0.066796875","0.0595703125","0.0751953125","","","","","",""
"114688000","21","21","21","0.9892578125","0.9871826171875","0.9906005859375","21","21","21","0.9862060546875","0.9849853515625","0.988037109375","21","21","21","0.9653076171875","0.9200439453125","0.981689453125","78","78","78","0.08046875","0.060546875","0.1005859375","40","40","40","0.26044921875","0.107177734375","0.68212890625","158","158","158","0.0640625","0.052734375","0.0751953125","21","21","21","0.57862548828125","0.1776123046875","0.9708251953125"
"115712000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","160","160","160","0.0603515625","0.044921875","0.0810546875","","","","","",""
"116736000","","","","","","","","","","","","","","","","","","","80","80","80","0.078125","0.0537109375","0.11767578125","","","","","","","161","161","161","0.0623046875","0.048828125","0.076171875","","","","","",""
"118784000","","","","","","","","","","","","","","","","","","","81","81","81","0.076171875","0.0615234375","0.1025390625","42","42","42","0.238427734375","0.10693359375","0.602783203125","164","164","164","0.0564453125","0.044921875","0.0654296875","","","","","",""
"119808000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","165","165","165","0.0669921875","0.0556640625","0.0791015625","","","","","",""
"120832000","","","","","","","","","","","","","","","","","","","83","83","83","0.0794921875","0.05908203125","0.10986328125","","","","","","","167","167","167","0.05625","0.0400390625","0.0693359375","","","","","",""
"121856000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","168","168","168","0.065625","0.0537109375","0.0810546875","","","","","",""
"122880000","22","22","22","0.98983154296875","0.986572265625","0.9912109375","22","22","22","0.9865234375","0.9853515625","0.987548828125","22","22","22","0.9415771484375","0.8363037109375","0.980224609375","84","84","84","0.0728515625","0.04541015625","0.109375","43","43","43","0.209033203125","0.096923828125","0.52734375","","","","","","","22","22","22","0.4578369140625","0.13818359375","0.91650390625"
"123904000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","171","171","171","0.0611328125","0.0439453125","0.0732421875","","","","","",""
"124928000","","","","","","","","","","","","","","","","","","","85","85","85","0.075","0.04931640625","0.10107421875","","","","","","","172","172","172","0.05859375","0.048828125","0.072265625","","","","","",""
"125952000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","174","174","174","0.062890625","0.05859375","0.07421875","","","","","",""
"126976000","","","","","","","","","","","","","","","","","","","87","87","87","0.06845703125","0.04541015625","0.09765625","45","45","45","0.196484375","0.1044921875","0.454345703125","175","175","175","0.0556640625","0.0478515625","0.0634765625","","","","","",""
"129024000","","","","","","","","","","","","","","","","","","","88","88","88","0.07236328125","0.0517578125","0.10205078125","","","","","","","178","178","178","0.056640625","0.0498046875","0.0595703125","","","","","",""
"130048000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","179","179","179","0.05390625","0.0498046875","0.0595703125","","","","","",""
"131072000","24","24","24","0.98936767578125","0.9864501953125","0.9910888671875","24","24","24","0.98642578125","0.984619140625","0.988525390625","24","24","24","0.9017578125","0.7569580078125","0.970947265625","","","","","","","46","46","46","0.17490234375","0.098388671875","0.39208984375","181","181","181","0.0669921875","0.052734375","0.0849609375","24","24","24","0.3636962890625","0.1148681640625","0.8895263671875"
"132096000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","182","182","182","0.05703125","0.0537109375","0.0595703125","","","","","",""
"133120000","","","","","","","","","","","","","","","","","","","91","91","91","0.06416015625","0.044921875","0.08544921875","","","","","","","183","183","183","0.05234375","0.046875","0.0595703125","","","","","",""
"134144000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","185","185","185","0.0546875","0.046875","0.0615234375","","","","","",""
"135168000","","","","","","","","","","","","","","","","","","","92","92","92","0.06142578125","0.0498046875","0.083984375","47","47","47","0.144384765625","0.090576171875","0.28369140625","186","186","186","0.0474609375","0.0390625","0.0595703125","","","","","",""
"136192000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","188","188","188","0.066015625","0.0546875","0.076171875","","","","","",""
"137216000","","","","","","","","","","","","","","","","","","","94","94","94","0.0599609375","0.04638671875","0.08203125","","","","","","","189","189","189","0.055859375","0.0439453125","0.068359375","","","","","",""
"138240000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","190","190","190","0.056640625","0.0498046875","0.0615234375","","","","","",""
"139264000","25","25","25","0.99017333984375","0.987548828125","0.9918212890625","25","25","25","0.985986328125","0.9842529296875","0.9891357421875","25","25","25","0.8505126953125","0.6072998046875","0.9681396484375","95","95","95","0.0578125","0.0478515625","0.07421875","49","49","49","0.130615234375","0.08544921875","0.254150390625","192","192","192","0.0533203125","0.0498046875","0.064453125","25","25","25","0.288427734375","0.121826171875","0.7669677734375"
"140288000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","193","193","193","0.0546875","0.046875","0.0615234375","","","","","",""
"141312000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","195","195","195","0.0619140625","0.056640625","0.0693359375","","","","","",""
"142336000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","196","196","196","0.04921875","0.041015625","0.05859375","","","","","",""
"143360000","","","","","","","","","","","","","","","","","","","98","98","98","0.0560546875","0.0380859375","0.08154296875","50","50","50","0.118408203125","0.077880859375","0.22021484375","197","197","197","0.0490234375","0.044921875","0.0546875","","","","","",""
"144384000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","202","202","202","0.051953125","0.0458984375","0.05859375","","","","","",""
"145408000","","","","","","","","","","","","","","","","","","","102","102","102","0.06083984375","0.041015625","0.07958984375","","","","","","","203","203","203","0.0544921875","0.04296875","0.064453125","","","","","",""
"147456000","","","","","","","","","","","","","","","","","","","104","104","104","0.06318359375","0.05126953125","0.080078125","52","52","52","0.120654296875","0.089599609375","0.19580078125","206","206","206","0.0501953125","0.0439453125","0.056640625","","","","","",""
"148480000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","207","207","207","0.0501953125","0.04296875","0.0634765625","","","","","",""
"149504000","","","","","","","","","","","","","","","","","","","105","105","105","0.06201171875","0.05126953125","0.08349609375","","","","","","","209","209","209","0.051171875","0.04296875","0.0595703125","","","","","",""
"150528000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","210","210","210","0.0546875","0.0419921875","0.0703125","","","","","",""
"151552000","","","","","","","","","","","","","","","","","","","","","","","","","53","53","53","0.106201171875","0.06689453125","0.1826171875","","","","","","","","","","","",""
"152576000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","213","213","213","0.0509765625","0.0419921875","0.056640625","","","","","",""
"153600000","","","","","","","","","","","","","","","","","","","108","108","108","0.05791015625","0.04248046875","0.07958984375","","","","","","","214","214","214","0.05546875","0.0458984375","0.0615234375","","","","","",""
"154624000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","216","216","216","0.0509765625","0.0478515625","0.056640625","","","","","",""
"155648000","28","28","28","0.989013671875","0.9864501953125","0.9910888671875","28","28","28","0.9870361328125","0.98583984375","0.9891357421875","28","28","28","0.6454345703125","0.2918701171875","0.9315185546875","109","109","109","0.05498046875","0.0419921875","0.06884765625","54","54","54","0.1029296875","0.0732421875","0.169677734375","217","217","217","0.05703125","0.037109375","0.06640625","28","28","28","0.1857421875","0.099609375","0.3948974609375"
"156672000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","221","221","221","0.0439453125","0.0361328125","0.05078125","","","","","",""
"157696000","","","","","","","","","","","","","","","","","","","111","111","111","0.06474609375","0.05419921875","0.0791015625","","","","","","","222","222","222","0.04453125","0.033203125","0.052734375","","","","","",""
"158720000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","223","223","223","0.0462890625","0.0390625","0.0576171875","","","","","",""
"159744000","","","","","","","","","","","","","","","","","","","112","112","112","0.05126953125","0.037109375","0.0673828125","56","56","56","0.096630859375","0.06640625","0.16943359375","225","225","225","0.0638671875","0.0498046875","0.07421875","","","","","",""
"160768000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","226","226","226","0.0505859375","0.0439453125","0.05859375","","","","","",""
"161792000","","","","","","","","","","","","","","","","","","","113","113","113","0.05712890625","0.041015625","0.07763671875","","","","","","","227","227","227","0.049609375","0.0341796875","0.064453125","","","","","",""
"162816000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","229","229","229","0.0486328125","0.0439453125","0.0556640625","","","","","",""
"163840000","29","29","29","0.98902587890625","0.9874267578125","0.9908447265625","29","29","29","0.98369140625","0.981689453125","0.989013671875","29","29","29","0.5442138671875","0.21533203125","0.8927001953125","115","115","115","0.05439453125","0.0400390625","0.0751953125","57","57","57","0.09267578125","0.064697265625","0.143798828125","230","230","230","0.0498046875","0.0390625","0.0615234375","29","29","29","0.1556396484375","0.094970703125","0.2911376953125"
"164864000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","232","232","232","0.058203125","0.0498046875","0.0634765625","","","","","",""
"165888000","","","","","","","","","","","","","","","","","","","116","116","116","0.054296875","0.041015625","0.06494140625","","","","","","","233","233","233","0.048828125","0.041015625","0.0654296875","","","","","",""
"166912000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","234","234","234","0.0431640625","0.0341796875","0.0517578125","","","","","",""
"167936000","","","","","","","","","","","","","","","","","","","118","118","118","0.05830078125","0.046875","0.07373046875","","","","","","","236","236","236","0.05078125","0.0458984375","0.0576171875","","","","","",""
"168960000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","237","237","237","0.0498046875","0.0419921875","0.0595703125","","","","","",""
"169984000","","","","","","","","","","","","","","","","","","","119","119","119","0.0546875","0.0390625","0.07470703125","","","","","","","","","","","","","","","","","",""
"171008000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","240","240","240","0.0443359375","0.037109375","0.0556640625","","","","","",""
"172032000","31","31","31","0.989111328125","0.98779296875","0.991455078125","31","31","31","0.9829345703125","0.9793701171875","0.9862060546875","31","31","31","0.449609375","0.1678466796875","0.8341064453125","120","120","120","0.05087890625","0.04443359375","0.0615234375","60","60","60","0.07685546875","0.063720703125","0.0947265625","241","241","241","0.04296875","0.0390625","0.048828125","31","31","31","0.1340576171875","0.0987548828125","0.23388671875"
"173056000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","243","243","243","0.0455078125","0.03515625","0.0595703125","","","","","",""
"174080000","","","","","","","","","","","","","","","","","","","122","122","122","0.0505859375","0.04345703125","0.060546875","","","","","","","244","244","244","0.043359375","0.0361328125","0.0537109375","","","","","",""
"176128000","","","","","","","","","","","","","","","","","","","123","123","123","0.05087890625","0.033203125","0.078125","61","61","61","0.072705078125","0.05126953125","0.0966796875","247","247","247","0.0462890625","0.0400390625","0.0537109375","","","","","",""
"177152000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","248","248","248","0.04609375","0.0361328125","0.0546875","","","","","",""
"178176000","","","","","","","","","","","","","","","","","","","125","125","125","0.06259765625","0.0517578125","0.07568359375","","","","","","","250","250","250","0.0474609375","0.03515625","0.060546875","","","","","",""
"179200000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","251","251","251","0.048828125","0.0361328125","0.06640625","","","","","",""
"180224000","32","32","32","0.98924560546875","0.9874267578125","0.991455078125","32","32","32","0.9818603515625","0.977783203125","0.98583984375","32","32","32","0.3652587890625","0.1475830078125","0.7845458984375","126","126","126","0.05205078125","0.03955078125","0.0673828125","63","63","63","0.069775390625","0.0458984375","0.096923828125","","","","","","","32","32","32","0.11539306640625","0.0823974609375","0.188720703125"
"181248000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","254","254","254","0.0462890625","0.0419921875","0.052734375","","","","","",""
"182272000","","","","","","","","","","","","","","","","","","","127","127","127","0.05029296875","0.03466796875","0.07421875","","","","","","","255","255","255","0.0408203125","0.037109375","0.044921875","","","","","",""
"183296000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","257","257","257","0.0552734375","0.041015625","0.0654296875","","","","","",""
"184320000","","","","","","","","","","","","","","","","","","","129","129","129","0.04755859375","0.0390625","0.05908203125","64","64","64","0.06455078125","0.053466796875","0.082763671875","258","258","258","0.0455078125","0.0361328125","0.0546875","","","","","",""
"185344000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","259","259","259","0.04765625","0.044921875","0.0537109375","","","","","",""
"186368000","","","","","","","","","","","","","","","","","","","130","130","130","0.04794921875","0.0341796875","0.06787109375","","","","","","","261","261","261","0.0431640625","0.0361328125","0.048828125","","","","","",""
"187392000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","262","262","262","0.0455078125","0.0341796875","0.0517578125","","","","","",""
"188416000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","264","264","264","0.0576171875","0.0361328125","0.0751953125","","","","","",""
"189440000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","265","265","265","0.04609375","0.0322265625","0.060546875","","","","","",""
"190464000","","","","","","","","","","","","","","","","","","","133","133","133","0.0509765625","0.04248046875","0.06591796875","","","","","","","266","266","266","0.0421875","0.0283203125","0.0576171875","","","","","",""
"191488000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","268","268","268","0.0412109375","0.0341796875","0.0517578125","","","","","",""
"192512000","","","","","","","","","","","","","","","","","","","134","134","134","0.047265625","0.0341796875","0.06591796875","67","67","67","0.060791015625","0.04736328125","0.07080078125","269","269","269","0.0478515625","0.0439453125","0.05078125","","","","","",""
"193536000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","271","271","271","0.0525390625","0.046875","0.060546875","","","","","",""
"194560000","","","","","","","","","","","","","","","","","","","136","136","136","0.0494140625","0.0361328125","0.07080078125","","","","","","","272","272","272","0.0400390625","0.033203125","0.046875","","","","","",""
"195584000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","273","273","273","0.0388671875","0.0263671875","0.0556640625","","","","","",""
"196608000","35","35","35","0.98909912109375","0.98681640625","0.991943359375","35","35","35","0.974755859375","0.9661865234375","0.9786376953125","35","35","35","0.2380859375","0.1363525390625","0.52783203125","137","137","137","0.04404296875","0.03369140625","0.06005859375","68","68","68","0.060791015625","0.05078125","0.0771484375","275","275","275","0.0443359375","0.03515625","0.0595703125","35","35","35","0.09603271484375","0.0648193359375","0.152587890625"
"197632000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","276","276","276","0.04140625","0.037109375","0.0458984375","","","","","",""
"199680000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","279","279","279","0.046484375","0.0400390625","0.052734375","","","","","",""
